date,canton,daily_tested,ncumul_tested,daily_conf,ncumul_conf,new_hosp,current_icu,current_vent,ncumul_released,daily_released,daily_deceased,ncumul_deceased,current_isolated,current_quarantined_total
2020-05-19,BS,,,1.0,975.0,,3.0,,12.0,916.0,0.0,50.0,,
2020-05-20,BS,,,1.0,976.0,,3.0,,0.0,916.0,0.0,50.0,,
2020-05-21,BS,,,0.0,976.0,,3.0,,0.0,916.0,0.0,50.0,,
2020-05-22,BS,,,0.0,976.0,,3.0,,0.0,916.0,0.0,50.0,,
2020-05-23,BS,,,0.0,976.0,,2.0,,0.0,916.0,0.0,50.0,,
2020-05-24,BS,,,0.0,976.0,,2.0,,0.0,916.0,0.0,50.0,,
2020-05-25,BS,,,0.0,976.0,,2.0,,4.0,920.0,0.0,50.0,6.0,9.0
2020-05-26,BS,,,0.0,976.0,,2.0,,2.0,922.0,0.0,50.0,4.0,7.0
2020-05-27,BS,,,0.0,976.0,,2.0,,1.0,923.0,0.0,50.0,1.0,6.0
2020-05-28,BS,,,0.0,976.0,,2.0,,0.0,923.0,0.0,50.0,1.0,0.0
2020-05-29,BS,,,2.0,978.0,,3.0,,0.0,923.0,0.0,50.0,3.0,3.0
2020-05-30,BS,,,0.0,978.0,,3.0,,0.0,923.0,0.0,50.0,3.0,73.0
2020-05-31,BS,,,0.0,978.0,,3.0,,0.0,923.0,0.0,50.0,3.0,73.0
2020-06-01,BS,,,0.0,978.0,,3.0,,0.0,923.0,0.0,50.0,3.0,84.0
2020-06-02,BS,,,0.0,978.0,,3.0,,0.0,923.0,0.0,50.0,3.0,84.0
2020-06-03,BS,,,1.0,979.0,,3.0,,0.0,923.0,0.0,50.0,6.0,91.0
2020-06-04,BS,,,0.0,979.0,,3.0,,1.0,924.0,0.0,50.0,5.0,92.0
2020-06-05,BS,,,3.0,982.0,,3.0,,0.0,924.0,0.0,50.0,5.0,93.0
2020-06-06,BS,,,0.0,982.0,,3.0,,2.0,926.0,0.0,50.0,6.0,15.0
2020-06-07,BS,,,0.0,982.0,,3.0,,0.0,926.0,0.0,50.0,7.0,14.0
2020-06-08,BS,,,0.0,982.0,,3.0,,2.0,928.0,0.0,50.0,4.0,8.0
2020-06-09,BS,,,1.0,983.0,,3.0,,0.0,928.0,0.0,50.0,5.0,7.0
2020-06-10,BS,,,0.0,983.0,,2.0,,0.0,928.0,0.0,50.0,5.0,5.0
2020-06-11,BS,,,0.0,983.0,,2.0,,1.0,929.0,0.0,50.0,4.0,5.0
2020-06-12,BS,,,0.0,983.0,,2.0,,1.0,930.0,0.0,50.0,3.0,5.0
2020-06-13,BS,,,0.0,983.0,,2.0,,1.0,931.0,0.0,50.0,2.0,4.0
2020-06-14,BS,,,0.0,983.0,,2.0,,1.0,932.0,0.0,50.0,1.0,2.0
2020-06-15,BS,,,0.0,983.0,,2.0,,0.0,932.0,0.0,50.0,1.0,0.0
2020-06-16,BS,,,0.0,983.0,,2.0,,0.0,932.0,0.0,50.0,1.0,0.0
2020-06-17,BS,,,1.0,984.0,,2.0,,0.0,932.0,0.0,50.0,2.0,3.0
2020-06-18,BS,,,0.0,984.0,,2.0,,1.0,933.0,0.0,50.0,1.0,3.0
2020-06-19,BS,,,1.0,985.0,,2.0,,0.0,933.0,0.0,50.0,2.0,3.0
2020-06-20,BS,,,0.0,985.0,,1.0,,0.0,933.0,0.0,50.0,2.0,4.0
2020-06-21,BS,,,0.0,985.0,,1.0,,1.0,934.0,0.0,50.0,1.0,4.0
2020-06-22,BS,,,0.0,985.0,,1.0,,0.0,934.0,0.0,50.0,1.0,6.0
2020-06-23,BS,,,0.0,985.0,,1.0,,0.0,934.0,0.0,50.0,1.0,4.0
2020-06-24,BS,,,0.0,985.0,,1.0,,0.0,934.0,0.0,50.0,1.0,5.0
2020-06-25,BS,,,0.0,985.0,,1.0,,0.0,934.0,0.0,50.0,1.0,6.0
2020-06-26,BS,,,0.0,985.0,,1.0,,0.0,934.0,0.0,50.0,1.0,6.0
2020-06-27,BS,,,0.0,985.0,,1.0,,0.0,934.0,0.0,50.0,1.0,5.0
2020-06-28,BS,,,0.0,985.0,,1.0,,0.0,934.0,0.0,50.0,1.0,5.0
2020-06-29,BS,,,0.0,985.0,,1.0,,0.0,934.0,0.0,50.0,1.0,6.0
2020-06-30,BS,,,0.0,985.0,,0.0,,1.0,935.0,0.0,50.0,0.0,7.0
2020-07-01,BS,,,0.0,985.0,,0.0,,0.0,935.0,0.0,50.0,0.0,7.0
2020-07-02,BS,,,1.0,986.0,,0.0,,0.0,935.0,0.0,50.0,1.0,7.0
2020-07-03,BS,,,2.0,988.0,,0.0,,0.0,935.0,0.0,50.0,3.0,10.0
2020-07-04,BS,,,1.0,989.0,,0.0,,0.0,935.0,0.0,50.0,4.0,12.0
2020-07-05,BS,,,1.0,990.0,,1.0,,0.0,935.0,0.0,50.0,5.0,10.0
2020-07-06,BS,,,0.0,990.0,,1.0,,0.0,935.0,0.0,50.0,5.0,10.0
2020-07-07,BS,,,3.0,993.0,,1.0,,0.0,935.0,0.0,50.0,8.0,16.0
2020-07-08,BS,,,3.0,996.0,,1.0,,0.0,935.0,0.0,50.0,11.0,24.0
2020-07-09,BS,,,3.0,999.0,,1.0,,0.0,935.0,0.0,50.0,13.0,46.0
2020-07-10,BS,,,5.0,1004.0,,1.0,,0.0,935.0,0.0,50.0,18.0,57.0
2020-07-11,BS,,,2.0,1006.0,,1.0,,2.0,937.0,0.0,50.0,18.0,84.0
2020-07-12,BS,,,2.0,1008.0,,1.0,,0.0,937.0,0.0,50.0,21.0,108.0
2020-07-13,BS,,,1.0,1009.0,,1.0,,3.0,940.0,0.0,50.0,19.0,138.0
2020-07-14,BS,,,5.0,1014.0,,2.0,,0.0,940.0,0.0,50.0,24.0,169.0
2020-07-15,BS,,,2.0,1016.0,,2.0,,3.0,943.0,0.0,50.0,23.0,200.0
2020-07-16,BS,,,2.0,1018.0,,3.0,,0.0,943.0,0.0,50.0,25.0,210.0
2020-07-17,BS,,,4.0,1022.0,,2.0,,6.0,949.0,0.0,50.0,23.0,236.0
2020-07-18,BS,,,2.0,1024.0,,2.0,,7.0,956.0,0.0,50.0,18.0,250.0
2020-07-19,BS,,,1.0,1025.0,,3.0,,2.0,958.0,0.0,50.0,17.0,279.0
2020-07-20,BS,,,1.0,1026.0,,3.0,,0.0,958.0,0.0,50.0,18.0,278.0
2020-07-21,BS,,,6.0,1032.0,,3.0,,5.0,963.0,0.0,50.0,18.0,326.0
2020-07-22,BS,,,0.0,1032.0,,2.0,,1.0,964.0,0.0,50.0,19.0,348.0
2020-07-23,BS,,,1.0,1033.0,,2.0,,0.0,964.0,1.0,51.0,18.0,316.0
2020-07-24,BS,,,1.0,1034.0,,2.0,,4.0,968.0,0.0,51.0,15.0,358.0
2020-07-25,BS,,,1.0,1035.0,,2.0,,1.0,969.0,0.0,51.0,15.0,416.0
2020-07-26,BS,,,1.0,1036.0,,2.0,,0.0,969.0,1.0,52.0,16.0,470.0
2020-07-27,BS,,,2.0,1038.0,,1.0,,0.0,969.0,0.0,52.0,17.0,453.0
2020-07-28,BS,,,1.0,1039.0,,0.0,,2.0,971.0,0.0,52.0,16.0,453.0
2020-07-29,BS,,,4.0,1043.0,,0.0,,0.0,971.0,0.0,52.0,20.0,483.0
2020-07-30,BS,,,9.0,1052.0,,0.0,,1.0,972.0,0.0,52.0,28.0,517.0
2020-07-31,BS,,,2.0,1054.0,,1.0,,1.0,973.0,0.0,52.0,29.0,585.0
2020-08-01,BS,,,10.0,1064.0,,1.0,,0.0,973.0,0.0,52.0,39.0,603.0
2020-08-02,BS,,,4.0,1068.0,,1.0,,1.0,974.0,0.0,52.0,42.0,587.0
2020-08-03,BS,,,1.0,1069.0,,1.0,,1.0,975.0,0.0,52.0,42.0,511.0
2020-08-04,BS,,,4.0,1073.0,,1.0,,0.0,975.0,0.0,52.0,45.0,573.0
2020-08-05,BS,,,6.0,1079.0,,0.0,,6.0,981.0,0.0,52.0,43.0,550.0
2020-08-06,BS,,,2.0,1081.0,,0.0,,3.0,984.0,0.0,52.0,45.0,527.0
2020-08-07,BS,,,1.0,1082.0,,0.0,,4.0,988.0,0.0,52.0,42.0,481.0
2020-08-08,BS,,,1.0,1083.0,,0.0,,3.0,991.0,0.0,52.0,40.0,483.0
2020-08-09,BS,,,2.0,1085.0,,0.0,,4.0,995.0,0.0,52.0,38.0,414.0
2020-08-10,BS,,,2.0,1087.0,,0.0,,1.0,996.0,0.0,52.0,39.0,438.0
2020-08-11,BS,,,5.0,1092.0,,0.0,,10.0,1006.0,1.0,53.0,33.0,507.0
2020-08-12,BS,,,6.0,1098.0,,0.0,,7.0,1013.0,0.0,53.0,32.0,540.0
2020-08-13,BS,,,12.0,1110.0,,0.0,,2.0,1015.0,0.0,53.0,41.0,516.0
2020-08-14,BS,,,5.0,1115.0,,0.0,,7.0,1022.0,0.0,53.0,40.0,455.0
2020-08-15,BS,,,20.0,1135.0,,0.0,,0.0,1022.0,0.0,53.0,60.0,504.0
2020-08-16,BS,,,5.0,1140.0,,0.0,,6.0,1028.0,0.0,53.0,59.0,548.0
2020-08-17,BS,,,4.0,1144.0,,0.0,,0.0,1028.0,0.0,53.0,64.0,554.0
2020-08-18,BS,,,5.0,1149.0,,0.0,,3.0,1031.0,0.0,53.0,65.0,594.0
2020-08-19,BS,,,11.0,1160.0,,0.0,,4.0,1035.0,0.0,53.0,72.0,593.0
2020-08-20,BS,,,5.0,1165.0,,0.0,,1.0,1036.0,0.0,53.0,76.0,493.0
2020-08-21,BS,,,4.0,1169.0,,1.0,,3.0,1039.0,0.0,53.0,77.0,472.0
2020-08-22,BS,,,10.0,1179.0,,0.0,,10.0,1049.0,0.0,53.0,77.0,440.0
2020-08-23,BS,,,4.0,1183.0,,0.0,,10.0,1059.0,0.0,53.0,71.0,461.0
2020-08-24,BS,,,2.0,1185.0,,0.0,,7.0,1066.0,0.0,53.0,66.0,466.0
2020-08-25,BS,,,0.0,1185.0,,0.0,,11.0,1077.0,0.0,53.0,55.0,399.0
2020-08-26,BS,,,5.0,1190.0,,0.0,,5.0,1082.0,0.0,53.0,55.0,483.0
2020-08-27,BS,,,6.0,1196.0,,1.0,,6.0,1088.0,0.0,53.0,55.0,433.0
2020-08-28,BS,,,9.0,1205.0,,1.0,,7.0,1095.0,0.0,53.0,57.0,372.0
2020-08-29,BS,,,5.0,1210.0,,1.0,,11.0,1106.0,1.0,54.0,50.0,384.0
2020-08-30,BS,,,3.0,1213.0,,1.0,,7.0,1113.0,0.0,54.0,46.0,383.0
2020-08-31,BS,,,2.0,1215.0,,2.0,,2.0,1115.0,0.0,54.0,46.0,411.0
2020-09-01,BS,,,4.0,1219.0,,2.0,,11.0,1126.0,0.0,54.0,39.0,408.0
2020-09-02,BS,,,7.0,1226.0,,2.0,,0.0,1126.0,0.0,54.0,47.0,381.0
2020-09-03,BS,,,3.0,1229.0,,2.0,,1.0,1127.0,0.0,54.0,48.0,396.0
2020-09-04,BS,,,4.0,1233.0,,2.0,,3.0,1130.0,0.0,54.0,49.0,368.0
2020-09-05,BS,,,4.0,1237.0,,2.0,,7.0,1137.0,0.0,54.0,46.0,381.0
2020-09-06,BS,,,4.0,1241.0,,1.0,,11.0,1148.0,0.0,54.0,39.0,406.0
2020-09-07,BS,,,6.0,1247.0,,1.0,,3.0,1151.0,0.0,54.0,42.0,388.0
2020-09-08,BS,,,7.0,1254.0,,1.0,,3.0,1154.0,0.0,54.0,46.0,372.0
2020-09-09,BS,,,4.0,1258.0,,1.0,,4.0,1158.0,0.0,54.0,46.0,387.0
2020-09-10,BS,,,5.0,1263.0,,1.0,,5.0,1163.0,0.0,54.0,46.0,357.0
2020-09-11,BS,,,2.0,1265.0,,1.0,,2.0,1165.0,0.0,54.0,46.0,329.0
2020-09-12,BS,,,0.0,1265.0,,1.0,,0.0,1165.0,0.0,54.0,46.0,329.0
2020-09-13,BS,,,7.0,1272.0,,1.0,,6.0,1171.0,0.0,54.0,47.0,348.0
2020-09-14,BS,,,2.0,1274.0,,1.0,,3.0,1174.0,0.0,54.0,46.0,364.0
2020-09-15,BS,,,4.0,1278.0,,1.0,,4.0,1178.0,0.0,54.0,46.0,346.0
2020-09-16,BS,,,1.0,1279.0,,1.0,,3.0,1181.0,0.0,54.0,44.0,397.0
2020-09-17,BS,,,3.0,1282.0,,1.0,,3.0,1184.0,0.0,54.0,44.0,361.0
2020-09-18,BS,,,7.0,1289.0,,0.0,,4.0,1188.0,0.0,54.0,47.0,384.0
2020-09-19,BS,,,2.0,1291.0,,0.0,,4.0,1192.0,0.0,54.0,45.0,410.0
2020-09-20,BS,,,2.0,1293.0,,0.0,,5.0,1197.0,0.0,54.0,42.0,418.0
2020-09-21,BS,,,0.0,1293.0,,0.0,,4.0,1201.0,0.0,54.0,38.0,430.0
2020-09-22,BS,,,3.0,1296.0,,0.0,,6.0,1207.0,0.0,54.0,35.0,420.0
2020-09-23,BS,,,0.0,1296.0,,0.0,,2.0,1209.0,0.0,54.0,33.0,457.0
2020-09-24,BS,,,3.0,1299.0,,0.0,,6.0,1215.0,0.0,54.0,30.0,411.0
2020-09-25,BS,,,3.0,1302.0,,0.0,,0.0,1215.0,0.0,54.0,33.0,348.0
2020-09-26,BS,,,3.0,1305.0,,0.0,,7.0,1222.0,0.0,54.0,29.0,380.0
2020-09-27,BS,,,4.0,1309.0,,0.0,,4.0,1226.0,0.0,54.0,29.0,384.0
2020-09-28,BS,,,2.0,1311.0,,0.0,,1.0,1227.0,0.0,54.0,30.0,408.0
2020-09-29,BS,,,1.0,1312.0,,0.0,,1.0,1228.0,0.0,54.0,30.0,457.0
2020-09-30,BS,,,5.0,1317.0,,1.0,,3.0,1231.0,0.0,54.0,32.0,442.0
2020-10-01,BS,,,3.0,1320.0,,1.0,,3.0,1234.0,0.0,54.0,32.0,451.0
2020-10-02,BS,,,6.0,1326.0,,1.0,,1.0,1235.0,0.0,54.0,37.0,488.0
2020-10-03,BS,,,13.0,1339.0,,1.0,,5.0,1240.0,0.0,54.0,45.0,531.0
2020-10-04,BS,,,7.0,1346.0,,1.0,,4.0,1244.0,0.0,54.0,48.0,564.0
2020-10-05,BS,,,4.0,1350.0,,1.0,,3.0,1247.0,0.0,54.0,49.0,572.0
2020-10-06,BS,,,6.0,1356.0,,1.0,,1.0,1248.0,0.0,54.0,54.0,678.0
2020-10-07,BS,,,14.0,1370.0,,1.0,,5.0,1253.0,0.0,54.0,62.0,774.0
2020-10-08,BS,,,15.0,1385.0,,1.0,,2.0,1255.0,0.0,54.0,76.0,758.0
2020-10-09,BS,,,16.0,1401.0,,1.0,,3.0,1258.0,0.0,54.0,89.0,901.0
2020-10-10,BS,,,11.0,1412.0,,1.0,,6.0,1264.0,0.0,54.0,94.0,908.0
2020-10-11,BS,,,16.0,1428.0,,3.0,,10.0,1274.0,0.0,54.0,100.0,964.0
2020-10-12,BS,,,34.0,1462.0,,3.0,,5.0,1279.0,0.0,54.0,129.0,904.0
2020-10-13,BS,,,21.0,1483.0,,3.0,,9.0,1288.0,0.0,54.0,141.0,854.0
2020-10-14,BS,,,29.0,1512.0,,3.0,,9.0,1297.0,0.0,54.0,161.0,934.0
2020-10-15,BS,,,9.0,1521.0,,3.0,,9.0,1306.0,0.0,54.0,161.0,898.0
2020-10-16,BS,,,27.0,1548.0,,3.0,,2.0,1308.0,0.0,54.0,186.0,859.0
2020-10-17,BS,,,42.0,1590.0,,3.0,,19.0,1327.0,0.0,54.0,209.0,860.0
2020-10-18,BS,,,45.0,1635.0,,3.0,,14.0,1341.0,0.0,54.0,240.0,806.0
2020-10-19,BS,,,32.0,1667.0,,3.0,,23.0,1364.0,0.0,54.0,249.0,770.0
2020-10-20,BS,,,19.0,1686.0,,2.0,,6.0,1370.0,0.0,54.0,262.0,801.0
2020-10-21,BS,,,43.0,1729.0,,2.0,,7.0,1377.0,0.0,54.0,298.0,741.0
2020-10-22,BS,,,75.0,1804.0,,2.0,,12.0,1389.0,0.0,54.0,361.0,786.0
2020-10-23,BS,,,74.0,1878.0,,4.0,,36.0,1425.0,0.0,54.0,399.0,925.0
2020-10-24,BS,,,103.0,1981.0,,4.0,,28.0,1453.0,0.0,54.0,474.0,2106.0
2020-10-25,BS,,,81.0,2062.0,,5.0,,27.0,1480.0,0.0,54.0,528.0,2343.0
2020-10-26,BS,,,41.0,2103.0,,6.0,,39.0,1519.0,0.0,54.0,530.0,2445.0
2020-10-27,BS,,,92.0,2195.0,,7.0,,37.0,1556.0,0.0,54.0,585.0,2366.0
2020-10-28,BS,,,79.0,2274.0,,8.0,,35.0,1591.0,0.0,54.0,629.0,2343.0
2020-10-29,BS,,,129.0,2403.0,,11.0,,33.0,1624.0,0.0,54.0,725.0,2243.0
2020-10-30,BS,,,85.0,2488.0,,13.0,,44.0,1668.0,0.0,54.0,766.0,2228.0
2020-10-31,BS,,,88.0,2576.0,,13.0,,62.0,1730.0,0.0,54.0,792.0,2261.0
2020-11-01,BS,,,77.0,2653.0,,16.0,,70.0,1800.0,0.0,54.0,799.0,2446.0
2020-11-02,BS,,,70.0,2723.0,,13.0,,41.0,1841.0,0.0,54.0,828.0,2511.0
2020-11-03,BS,,,77.0,2800.0,,12.0,,65.0,1906.0,0.0,54.0,840.0,2376.0
2020-11-04,BS,,,107.0,2907.0,,12.0,,138.0,2044.0,0.0,54.0,809.0,1126.0
2020-11-05,BS,,,106.0,3013.0,,13.0,,64.0,2108.0,0.0,54.0,850.0,768.0
2020-11-06,BS,,,63.0,3076.0,,15.0,,116.0,2224.0,2.0,56.0,796.0,743.0
2020-11-07,BS,,,76.0,3152.0,,15.0,,108.0,2332.0,0.0,56.0,764.0,680.0
2020-11-08,BS,,,72.0,3224.0,,16.0,,96.0,2428.0,0.0,56.0,740.0,648.0
2020-11-09,BS,,,43.0,3267.0,,19.0,,49.0,2477.0,0.0,56.0,734.0,603.0
2020-11-10,BS,,,96.0,3363.0,,22.0,,71.0,2548.0,0.0,56.0,759.0,626.0
2020-11-11,BS,,,95.0,3458.0,,20.0,,59.0,2607.0,0.0,56.0,795.0,626.0
2020-11-12,BS,,,150.0,3608.0,,21.0,,86.0,2693.0,0.0,56.0,892.0,643.0
2020-11-13,BS,,,143.0,3751.0,,24.0,,86.0,2779.0,0.0,56.0,916.0,669.0
2020-11-14,BS,,,119.0,3870.0,,24.0,,66.0,2845.0,1.0,57.0,968.0,649.0
2020-11-15,BS,,,94.0,3964.0,,25.0,,98.0,2943.0,0.0,57.0,964.0,636.0
2020-11-16,BS,,,77.0,4041.0,,25.0,,53.0,2996.0,0.0,57.0,989.0,684.0
2020-11-17,BS,,,110.0,4151.0,,26.0,,62.0,3058.0,1.0,58.0,1035.0,650.0
2020-11-18,BS,,,139.0,4290.0,,27.0,,155.0,3213.0,1.0,59.0,1037.0,468.0
2020-11-19,BS,,,105.0,4395.0,,28.0,,61.0,3274.0,4.0,63.0,1058.0,545.0
2020-11-20,BS,,,110.0,4505.0,,27.0,,150.0,3424.0,0.0,63.0,1018.0,732.0
2020-11-21,BS,,,95.0,4600.0,,26.0,,101.0,3525.0,3.0,66.0,1009.0,725.0
2020-11-22,BS,,,107.0,4707.0,,24.0,,141.0,3666.0,1.0,67.0,974.0,645.0
2020-11-23,BS,,,65.0,4772.0,,25.0,,93.0,3759.0,2.0,69.0,945.0,658.0
2020-11-24,BS,,,78.0,4850.0,,24.0,,108.0,3867.0,0.0,69.0,914.0,613.0
2020-11-25,BS,,,109.0,4959.0,,24.0,,86.0,3953.0,3.0,72.0,934.0,506.0
2020-11-26,BS,,,146.0,5105.0,,22.0,,63.0,4016.0,1.0,73.0,1016.0,468.0
2020-11-27,BS,,,93.0,5198.0,,21.0,,137.0,4153.0,2.0,75.0,970.0,488.0
2020-11-28,BS,,,78.0,5276.0,,21.0,,76.0,4229.0,0.0,75.0,972.0,464.0
2020-11-29,BS,,,92.0,5368.0,,21.0,,122.0,4351.0,1.0,76.0,941.0,523.0
2020-11-30,BS,,,56.0,5424.0,,22.0,,90.0,4441.0,1.0,77.0,906.0,561.0
2020-12-01,BS,,,84.0,5508.0,,25.0,,124.0,4565.0,3.0,80.0,863.0,522.0
2020-12-02,BS,,,99.0,5607.0,,21.0,,68.0,4633.0,0.0,80.0,894.0,549.0
2020-12-03,BS,,,124.0,5731.0,,20.0,,94.0,4727.0,3.0,83.0,921.0,510.0
2020-12-04,BS,,,84.0,5815.0,,19.0,,71.0,4798.0,0.0,83.0,934.0,545.0
2020-12-05,BS,,,120.0,5935.0,,20.0,,139.0,4937.0,4.0,87.0,911.0,493.0
2020-12-06,BS,,,75.0,6010.0,,19.0,,71.0,5008.0,4.0,91.0,911.0,546.0
2020-12-07,BS,,,54.0,6064.0,,18.0,,135.0,5143.0,1.0,92.0,829.0,500.0
2020-12-08,BS,,,94.0,6158.0,,17.0,,99.0,5242.0,2.0,94.0,822.0,501.0
2020-12-09,BS,,,118.0,6276.0,,17.0,,70.0,5312.0,4.0,98.0,887.0,549.0
2020-12-10,BS,,,105.0,6381.0,,16.0,,50.0,5362.0,2.0,100.0,919.0,549.0
2020-12-11,BS,,,127.0,6508.0,,17.0,,116.0,5478.0,1.0,101.0,939.0,816.0
2020-12-12,BS,,,114.0,6622.0,,18.0,,102.0,5580.0,5.0,106.0,954.0,833.0
2020-12-13,BS,,,58.0,6680.0,,16.0,,82.0,5662.0,3.0,109.0,923.0,835.0
2020-12-14,BS,,,59.0,6739.0,,17.0,,91.0,5753.0,1.0,110.0,889.0,960.0
2020-12-15,BS,,,136.0,6875.0,,17.0,,110.0,5863.0,2.0,112.0,900.0,887.0
2020-12-16,BS,,,98.0,6973.0,,18.0,,81.0,5944.0,7.0,119.0,910.0,865.0
2020-12-17,BS,,,119.0,7092.0,,18.0,,160.0,6104.0,2.0,121.0,867.0,802.0
2020-12-18,BS,,,87.0,7179.0,,15.0,,36.0,6140.0,2.0,123.0,916.0,939.0
2020-12-19,BS,,,94.0,7273.0,,19.0,,106.0,6246.0,2.0,125.0,902.0,1030.0
2020-12-20,BS,,,80.0,7353.0,,20.0,,107.0,6353.0,0.0,125.0,875.0,1092.0
2020-12-21,BS,,,44.0,7397.0,,18.0,,115.0,6468.0,1.0,126.0,803.0,1066.0
2020-12-22,BS,,,79.0,7476.0,,18.0,,119.0,6587.0,4.0,130.0,759.0,775.0
2020-12-23,BS,,,94.0,7570.0,,17.0,,68.0,6655.0,4.0,134.0,781.0,759.0
2020-12-24,BS,,,98.0,7668.0,,18.0,,139.0,6794.0,1.0,135.0,739.0,728.0
2020-12-25,BS,,,67.0,7735.0,,19.0,,78.0,6872.0,1.0,136.0,727.0,723.0
2020-12-26,BS,,,44.0,7779.0,,22.0,,62.0,6934.0,0.0,136.0,709.0,727.0
2020-12-27,BS,,,63.0,7842.0,,25.0,,115.0,7049.0,2.0,138.0,655.0,713.0
2020-12-28,BS,,,59.0,7901.0,,25.0,,74.0,7123.0,1.0,139.0,639.0,599.0
2020-12-29,BS,,,89.0,7990.0,,22.0,,120.0,7243.0,5.0,144.0,603.0,592.0
2020-12-30,BS,,,53.0,8043.0,,23.0,,58.0,7301.0,4.0,148.0,594.0,654.0
2020-12-31,BS,,,65.0,8108.0,,21.0,,69.0,7370.0,1.0,149.0,589.0,631.0
2021-01-01,BS,,,74.0,8182.0,,16.0,,66.0,7436.0,4.0,153.0,593.0,621.0
2021-01-02,BS,,,21.0,8203.0,,18.0,,76.0,7512.0,2.0,155.0,536.0,686.0
2021-01-03,BS,,,56.0,8259.0,,19.0,,64.0,7576.0,1.0,156.0,527.0,621.0
2021-01-04,BS,,,47.0,8306.0,,17.0,,35.0,7611.0,4.0,160.0,535.0,642.0
2021-01-05,BS,,,76.0,8382.0,,19.0,,77.0,7688.0,3.0,163.0,531.0,639.0
2021-01-06,BS,,,82.0,8464.0,,21.0,,76.0,7764.0,0.0,163.0,537.0,709.0
2021-01-07,BS,,,70.0,8534.0,,21.0,,51.0,7815.0,0.0,163.0,556.0,694.0
2021-01-08,BS,,,74.0,8608.0,,19.0,,100.0,7915.0,0.0,163.0,530.0,704.0
2021-01-09,BS,,,48.0,8656.0,,17.0,,24.0,7939.0,0.0,163.0,554.0,682.0
2021-01-10,BS,,,39.0,8695.0,,14.0,,81.0,8020.0,0.0,163.0,512.0,671.0
2021-01-11,BS,,,25.0,8720.0,,14.0,,60.0,8080.0,0.0,163.0,477.0,676.0
2021-01-12,BS,,,65.0,8785.0,,15.0,,63.0,8143.0,4.0,167.0,475.0,708.0
2021-01-13,BS,,,50.0,8835.0,,13.0,,55.0,8198.0,0.0,167.0,470.0,736.0
2021-01-14,BS,,,35.0,8870.0,,14.0,,61.0,8259.0,0.0,167.0,444.0,606.0
2021-01-15,BS,,,26.0,8896.0,,10.0,,76.0,8335.0,1.0,168.0,393.0,606.0
2021-01-16,BS,,,28.0,8924.0,,13.0,,60.0,8395.0,1.0,169.0,360.0,601.0
2021-01-17,BS,,,18.0,8942.0,,13.0,,46.0,8441.0,0.0,169.0,332.0,594.0
2021-01-18,BS,,,9.0,8951.0,,13.0,,40.0,8481.0,0.0,169.0,301.0,549.0
2021-01-19,BS,,,23.0,8974.0,,12.0,,26.0,8507.0,1.0,170.0,297.0,594.0
2021-01-20,BS,,,47.0,9021.0,,11.0,,43.0,8550.0,1.0,171.0,300.0,574.0
2021-01-21,BS,,,46.0,9067.0,,11.0,,46.0,8596.0,0.0,171.0,300.0,528.0
2021-01-22,BS,,,29.0,9096.0,,12.0,,18.0,8614.0,0.0,171.0,311.0,511.0
2021-01-23,BS,,,21.0,9117.0,,11.0,,40.0,8654.0,1.0,172.0,291.0,522.0
2021-01-24,BS,,,37.0,9154.0,,12.0,,34.0,8688.0,2.0,174.0,292.0,567.0
2021-01-25,BS,,,17.0,9171.0,,11.0,,24.0,8712.0,0.0,174.0,285.0,536.0
2021-01-26,BS,,,17.0,9188.0,,10.0,,37.0,8749.0,2.0,176.0,263.0,605.0
2021-01-27,BS,,,51.0,9239.0,,11.0,,23.0,8772.0,0.0,176.0,291.0,577.0
2021-01-28,BS,,,34.0,9273.0,,9.0,,52.0,8824.0,1.0,177.0,272.0,580.0
2021-01-29,BS,,,21.0,9294.0,,9.0,,19.0,8843.0,2.0,179.0,272.0,689.0
2021-01-30,BS,,,27.0,9321.0,,13.0,,56.0,8899.0,0.0,179.0,243.0,668.0
2021-01-31,BS,,,16.0,9337.0,,14.0,,6.0,8905.0,0.0,179.0,253.0,780.0
2021-02-01,BS,,,11.0,9348.0,,12.0,,33.0,8938.0,0.0,179.0,231.0,786.0
2021-02-02,BS,,,15.0,9363.0,,14.0,,24.0,8962.0,1.0,180.0,221.0,873.0
2021-02-03,BS,,,47.0,9410.0,,14.0,,28.0,8990.0,0.0,180.0,240.0,951.0
2021-02-04,BS,,,27.0,9437.0,,11.0,,5.0,8995.0,1.0,181.0,261.0,1302.0
2021-02-05,BS,,,19.0,9456.0,,11.0,,40.0,9035.0,0.0,181.0,240.0,1320.0
2021-02-06,BS,,,35.0,9491.0,,10.0,,26.0,9061.0,6.0,187.0,243.0,1236.0
2021-02-07,BS,,,28.0,9519.0,,10.0,,34.0,9095.0,0.0,187.0,237.0,1291.0
2020-02-29,FR,,,,0.0,,,,,,,0.0,,
2020-03-01,FR,,30.0,1.0,1.0,,,,,,0.0,0.0,,
2020-03-02,FR,,,1.0,2.0,,,,,,0.0,0.0,,
2020-03-03,FR,,,0.0,2.0,,,,,,0.0,0.0,,
2020-03-04,FR,,,2.0,4.0,,,,,,0.0,0.0,,
2020-03-05,FR,,,2.0,6.0,,,,,,0.0,0.0,,
2020-03-06,FR,,,1.0,7.0,,,,,,0.0,0.0,,
